at_Q80_time_2	at_Q80_time_6	at_Q80_time_10	at_Q92_time_2	at_Q92_time_6	at_Q92_time_10	at_Q111_time_2	at_Q111_time_6	at_Q111_time_10	at_Q140_time_2	at_Q140_time_6	at_Q140_time_10	at_Q175_time_2	at_Q175_time_6	at_Q175_time_10
Gm26534	-0.01689104	0.04142418	-0.05012088	-0.01856976	0.03524082	0.01604349	-0.02339391	0.1033541	0.002748724	0.01434973	0.1270696	-0.059986	-0.01492885	-0.03655262	-0.1151375
Gm26536	-0.001595308	-0.01358378	-0.007737539	0.0008638549	-0.02602512	-0.008913884	-0.00279335	-0.0247114	-0.05549134	0.00228069	-0.09270513	0.007702783	0.002247846	-0.07296812	-0.02880276
Gm26542	-0.005421434	-0.01828184	-0.03705689	-0.009959394	-0.01212214	-0.09486839	-0.001253885	-0.04991463	-0.1999062	-0.01816774	-0.1553605	-0.2689244	-0.03937776	-0.1644966	-0.3971904
Gm26544	-0.001257062	0.02720453	0.02148747	0.009694885	-0.01144442	-0.02319903	0.005748724	-0.005804102	-0.02451328	0.01658058	-0.006245775	-0.06063813	0.001013049	-0.0141812	-0.1977884
Gm26547	0.0252366	-0.02143755	-0.02401053	-0.003123588	-0.08976496	-0.05058555	-0.03235964	-0.07118692	-0.03633009	0.03213424	-0.06323995	-0.2623439	-0.003064053	-0.05396798	-0.2558499
Gm26549	0.01312906	0.0401893	-0.06686987	-0.02301162	0.0155832	0.08924324	-0.01211905	0.1609723	0.1663877	0.008006478	0.1533245	-0.01373565	0.05389283	0.176801	-0.09305676
Gm26551	0.03567484	0.00371941	-0.02041084	0.03775708	-0.06712449	-0.05614662	0.02836413	-0.07332305	-0.07599836	0.0244203	-0.1331645	-0.1427557	0.01617818	-0.1498937	-0.192141
Gm26559	-0.0137358	-0.0002394072	-0.02374481	0.02501413	-0.07563622	0.03295962	0.02036689	-0.02544276	-0.01209892	0.04023063	0.0092966	-0.1119595	0.03297669	-0.08551938	-0.09305057
Gm26560	-0.00788612	-0.03005929	-0.02202521	-0.003313342	-0.02504488	0.02244575	0.01656064	0.003685427	-0.1527057	-0.008319157	0.03679094	-0.2302483	-0.02335798	-0.09466359	-0.2454211
Gm26563	0.02167909	-0.007787937	-0.06503661	-0.001316776	-0.02583388	-0.04037169	0.03273282	0.01939349	-0.09847801	0.01544082	-0.0364647	-0.2953318	0.01553689	-0.07229275	-0.2571689
Gm26566	-0.008437964	0.007821233	-0.01279399	-0.004043216	0.04408399	0.01035365	0.0301399	-0.05393369	0.02066782	-0.01382475	0.01093114	0.0411754	-0.01484784	0.1539209	0.09797057
Gm26575	0.03060158	-0.07300266	0.006384152	-0.02771615	-0.01610554	-0.03918704	-0.08154064	-0.02131261	-0.1312916	-0.002324183	-0.06449095	-0.1429911	-0.03549797	-0.1027196	-0.3914528
Gm26577	0.02828049	-0.07710054	0.07317311	0.01252755	-0.0783216	0.1027029	-0.002840523	-0.07149319	0.2064442	0.01316276	-0.08197794	0.1197263	0.003598833	-0.01433315	0.1788143
Gm26578	-0.03164745	0.04010284	0.1405723	-0.01933562	-0.08864617	0.02055093	-0.05824961	-0.0482424	0.02540943	-0.01460709	-0.01759393	-0.02833969	-0.1115939	-0.01573812	-0.1811715
Gm26580	0.04368719	0.07283236	-0.04945868	0.01690686	-0.02913111	-0.1216582	-0.003069337	-0.1716098	-0.2777045	0.00193492	-0.1360382	-0.6415763	-0.04259518	-0.1275614	-0.5244323
Gm26592	-0.02538313	-0.0003195468	-0.1291391	0.06878794	0.0370326	-0.2437793	0.01517272	-0.1096382	-0.5652549	-0.07710546	-0.1577761	-0.717612	-0.074156	-0.2179662	-0.5981395
Gm26593	0.03285382	0.02479351	-0.02486578	-0.02042609	0.01042477	-0.08108015	-0.02611351	0.0661329	-0.1374156	-0.0002490027	0.04625914	-0.1634262	-0.09279232	0.02612684	-0.3090421
Gm26596	-0.002851149	0.00034316	-0.0224737	-0.0008246147	0.003509975	-0.02217481	0.003667318	-0.001942673	-0.03894579	-0.002203667	-0.00722	-0.05432301	-0.001408186	0.01006519	-0.1072645
Gm26597	-0.01007941	0.007368504	-0.02113865	-0.006340542	-0.003541085	-0.01440776	-5.747904e-05	0.03822003	0.02701777	0.005845453	0.03376789	-0.0355957	-0.00718201	0.0002688349	-0.04027777
Gm26599	-0.03216343	-0.0161724	-0.0464515	-0.02720187	-0.05331738	-0.09276582	-0.02502849	-0.06403311	-0.05220054	-0.01891065	-0.04333908	-0.1388335	-0.0348549	-0.02100419	-0.153761
Gm266	0.005243068	-0.05982942	-0.01772544	-0.02132049	-0.1227804	0.1117969	-0.01576587	-0.03968714	0.1139389	-0.02518784	-0.01373778	-0.02563317	-0.002853291	0.02381988	-0.06657498
Gm26606	0.1147467	-0.02944327	-0.06677404	0.05541083	-0.06317863	-0.08461845	-0.007430269	-0.03608183	-0.1660631	0.05829823	-0.05695039	-0.1873146	0.07872815	-0.07299632	-0.2032954
Gm26623	-0.008841541	-0.01771709	0.01483785	-0.01028816	-0.00971858	-0.02131599	-0.003071407	-0.02378269	-0.01829254	-0.005202483	-0.00472259	0.01628596	-0.01315735	0.007202523	-0.02784333
Gm26633	-0.02714065	-0.02459227	0.07343813	0.008191091	-0.0816324	0.06350287	0.01834037	0.05825446	0.0536397	0.004521782	-0.0379628	0.2280145	-0.006659406	-0.03323889	0.04637132
Gm26645	0.05940138	-0.05395859	0.02093035	0.118977	-0.1216862	-0.0790012	-0.007888198	-0.1967365	-0.5210565	-0.06427533	-0.2024973	-0.7393549	-0.07467665	-0.1898549	-0.605576
Gm26647	0.02580239	-0.0267847	-0.0113653	-0.008178133	-0.01253293	-0.008583757	-0.01245664	-0.02644565	-0.1791578	-0.00860476	-0.06204876	-0.2761608	0.02790659	-0.09759919	-0.293218
Gm26649	0.1361013	0.00629252	0.1911754	0.09039094	0.03390913	0.03646728	0.00704981	0.007738383	-0.0489174	-0.006873223	0.04678053	0.2929136	0.05363911	0.0323743	0.1408667
Gm26653	-0.01820177	0.01987637	0.02234764	-0.009254523	0.006707895	0.03370586	-0.02175493	0.1097181	0.1008002	-0.0258171	0.09052345	0.02358279	-0.0347549	0.1158416	0.002633782
Gm26658	0.0352027	0.006044659	-0.05250248	0.004961381	-0.02645656	-0.000593841	0.03258077	0.01555713	-0.05118143	0.02176333	-0.007656592	-0.3564289	-0.03174263	-0.06866717	-0.2096203
Gm26668	0.0248293	0.005317484	0.002072778	0.03744228	-0.01713941	-0.07540734	0.01151797	-0.03603242	-0.1061976	-0.01632679	-0.1015001	-0.1963898	-0.01455381	-0.1863837	-0.322582
Gm26669	-0.053922	0.008938943	-0.01339272	-0.008823162	0.005684052	-0.01504157	-0.02944829	-0.04610622	-0.03239246	-0.02341658	-0.1091027	-0.0620924	-0.02818623	-0.1515226	0.004532053
Gm26673	-0.04886866	0.02003701	-0.01673364	-0.02033352	-0.03489244	-0.2370148	0.01416185	-0.1513334	-0.5789613	0.007877964	-0.1365197	-0.6281757	-0.1921685	-0.1702596	-0.8813285
Gm26684	-0.01215204	0.006849907	-0.002601183	0.005633796	0.03333942	-0.02792868	0.004464347	0.01537567	-0.1245745	-0.001903367	0.01837193	-0.1200362	-0.008127457	-0.02079211	-0.08677754
Gm26690	0.08067074	0.008005825	-0.01756988	0.1059889	0.03240967	-0.1138602	0.009458681	0.01543728	-0.1364695	0.08297811	0.006486969	-0.0658757	0.05315049	0.1049731	-0.08530868
Gm26691	0.02219136	0.03983562	-0.04478389	-0.02407449	-0.02991172	-0.01489815	-0.03279817	0.01316445	-0.0309627	0.01856765	0.02778601	-0.2006343	-0.06368535	-0.04036754	-0.2911205
Gm26696	0.004296048	0.04543721	-0.03940541	0.009396705	0.005385325	-0.01685746	0.006088256	0.01117372	-0.09043326	-0.0009791785	0.04746691	-0.04785493	-0.008936604	-0.01459718	-0.04643961
Gm26702	0.0371388	-0.001462951	0.02949565	0.0003240365	-0.002336113	0.0266592	-0.02012943	8.762098e-05	-0.02553918	0.01860744	-0.005455538	0.08440517	0.0729571	-0.006486294	0.03893542
Gm26703	-0.1013218	0.03920734	-0.1783412	-0.08486508	-0.01562957	-0.1248529	-0.01778571	0.05585938	-0.1508598	-0.05696955	-0.08247552	-0.376936	-0.1294118	-0.0633863	-0.2715719
Gm26705	-0.001582995	0.02804566	0.007083061	0.004938984	0.01419077	-0.003906563	0.00507481	0.04758517	0.0283766	-0.005248256	0.06505105	0.0590768	-0.006845758	0.04014796	0.01714131
Gm26707	0.01058421	-0.003472676	-0.01010233	0.01664677	0.02212782	-0.03215302	0.03743337	0.08504659	0.04444085	0.005950787	0.09734972	0.06315404	0.04347513	0.1347266	-0.0968752
Gm26722	-0.05958483	-0.03986501	0.06492215	-0.04232429	-0.04446722	-0.01302664	-0.01752948	-0.03139707	-0.2035608	-0.04466583	-0.0925087	-0.04972923	-0.04196911	-0.1290418	-0.08212347
Gm26723	0.1202035	0.01005612	0.1001958	0.05308717	0.007417362	0.07009742	0.05057301	0.02708497	-0.09004492	0.04530127	-0.06641621	0.1333696	0.07744542	0.01766038	0.03294321
Gm26724	0.02616032	-0.0406667	-0.1898862	-0.01438473	-0.02793147	-0.1428469	-0.08370155	-0.02751494	-0.0457555	-0.03144559	-0.1055839	-0.3187416	-0.06151384	-0.1109486	-0.3244036
Gm26733	-0.057372	-0.03118073	0.1621574	-0.03171951	-0.04772373	0.1170798	-7.091577e-05	-0.02932565	0.1845905	0.02290758	-0.08617572	0.178997	0.004378501	-0.09734346	0.3336502
Gm26734	0.01731314	-0.02567056	-0.08176055	0.04713977	-0.04493777	-0.09020188	0.01710398	-0.08677676	-0.06091833	0.03606195	-0.02857183	-0.3566163	0.01241856	-0.0874465	-0.3522134
Gm26735	0.07600923	0.009301455	-0.1170799	-0.03361541	-0.008464259	-0.1654982	-0.01463239	-0.009220842	0.06490489	-0.0410576	-0.01701523	-0.1083223	0.07193648	-0.04866887	-0.1192572
Gm26737	0.01203279	-0.009016686	-0.05130636	0.01656078	-0.01753076	-0.1011204	0.04180491	0.01531892	-0.1837797	0.02556677	0.1274592	-0.08489784	0.0702905	0.07175926	-0.1614742
Gm26748	-0.002742637	0.02531277	-0.07202326	0.006701169	0.007695165	-0.05887351	-0.0125393	0.06010156	-0.07304333	0.007395752	0.04005696	-0.1332566	0.001154786	-0.005158489	-0.2109855
Gm26751	0.01144672	0.01499398	0.03241951	0.006001964	0.009621011	-0.004827804	0.007520483	0.01640097	0.02823484	0.00117425	0.02916247	0.03596682	0.01511903	0.06823326	0.05254267
Gm26756	0.03113467	0.007598793	0.07370789	0.01424597	-0.07140714	0.02729777	0.01528841	0.06279085	0.3286104	0.004608016	0.06912024	0.08648661	0.04903603	0.1551634	0.2089419
Gm26760	-0.01292821	0.02294808	0.008714526	-0.01253378	0.006328904	0.06441547	-0.03588753	-0.1434319	-0.08492545	-0.01149402	-0.02888275	-0.1711978	-0.02823931	-0.06273566	-0.2180654
Gm26766	-0.01904465	0.005088702	-0.01190745	-0.0004692974	-0.07122766	-0.04665151	-0.007131904	-0.03577795	-0.1300695	0.006849866	-0.1192246	-0.1786014	-0.01869544	-0.1400448	-0.3119042
Gm26767	-0.06650906	0.002856312	-0.007540922	-0.003864878	-0.04522453	0.02150398	-0.0008859904	0.05057633	-0.03422265	-0.04822256	-0.1235268	0.007896347	-0.07275576	0.008031678	0.09531596
Gm26768	-0.01590103	-0.01080658	0.01614361	0.01717811	-0.02670051	-0.03707925	0.0099038	-0.07607491	-0.03322811	0.04075037	0.0002064867	-0.07106952	0.008474777	-0.1632442	-0.006355678
Gm26775	0.02069369	0.00538435	-0.06841276	-0.000351631	0.01077698	-0.01515099	0.001097793	0.05362192	0.00238336	-0.0002458481	-0.01825078	-0.1613268	0.003725057	0.0273335	-0.2251282
Gm26777	-0.05930553	0.0282624	-0.09068282	-0.04013985	0.02567498	-0.03562136	-0.0720319	0.1307772	0.2091559	-0.016138	0.1420492	0.09459488	-0.04947634	0.1347888	0.1516627
Gm26778	-0.02267165	0.02166374	-0.02598182	-0.01350121	-0.07253539	0.004450075	-0.01405294	-0.08771514	0.02486068	-0.004535872	-0.01946027	-0.002549142	-0.008593343	-0.05838062	0.01295325
Gm26782	-0.05773248	0.01123458	-0.2215972	-0.07921277	-0.06053196	-0.08127473	-0.03608854	0.1091103	0.003348615	-0.02942395	-0.006517589	-0.02864518	-0.03840895	0.0496716	-0.05851155
Gm26786	-0.04875676	-0.03637265	0.0003219576	-0.04576827	-0.04247476	0.03573151	-0.05501357	-0.002111882	0.207864	0.007329826	0.04636082	0.05114013	-0.01988756	-0.03714634	-0.05513938
Gm26788	0.01517489	0.009766311	0.0001815452	0.005279596	0.03900377	0.06671993	0.007802897	0.03469214	0.003637202	0.006933413	0.1559111	0.146641	-0.00125129	0.08624148	0.1471395
Gm26790	-0.02222363	-0.0444307	0.1131491	0.002027592	-0.03302763	-0.001320042	0.01647978	-0.001900627	0.1497569	0.01195064	-0.01878428	0.198022	0.03933248	-0.1069974	0.2633496
Gm26792	0.01254858	0.01086556	-0.1836011	-0.01764648	0.01331525	-0.02707917	-0.004121561	0.04142933	0.0717961	0.009914999	0.02967603	-0.08161639	-0.02376197	-0.02586384	-0.08729075
Gm26794	-0.01180798	0.03539771	-0.09058669	0.007558168	0.07365789	-0.08505351	0.01697568	0.1249355	0.07488176	0.01308838	0.1211227	0.00495305	-0.06691623	0.2040065	0.1206974
Gm26797	0.01254558	0.008145203	0.003094258	0.006185459	0.04910155	-0.002096912	0.03588488	0.1033121	0.1663252	0.03846455	0.1052036	0.2329516	0.04573114	0.1225595	0.2754709
Gm26798	0.002669416	-0.0138173	0.04205204	-0.007411974	-0.04401717	-0.001298767	-0.01453522	-0.04408356	-0.08679526	-0.00788627	-0.1579591	-0.2043909	-0.02637491	-0.08847582	-0.1268132
Gm26805	0.01885272	-0.0310462	-0.1121089	-0.0001754635	-0.04431513	-0.1033144	-0.04683228	-0.2016632	-0.2925298	-0.02501225	-0.07213644	-0.4297444	-0.05463217	-0.2179148	-0.341716
Gm26807	-0.01161938	0.003976792	-0.02376492	-0.01587347	-0.02853926	-0.005826574	-0.01183596	-0.01181559	0.03219288	-0.02303857	-0.0402519	0.02222826	-0.02181511	-0.0616016	0.01575178
Gm26809	-0.0280948	0.01960174	-0.006289796	-0.0319419	-0.08563027	0.05060468	0.04378207	-0.01728373	0.05714034	0.01364864	-0.03353583	-0.04685832	0.02146638	-0.08453865	-0.01062503
Gm26814	0.03200447	-0.02584762	0.04813586	0.01902307	0.009377554	0.02693419	0.030439	-0.1056226	0.004689943	0.01199845	-0.09016063	-0.1088542	0.06525245	-0.1161158	-0.1512906
Gm26818	0.0001065963	-0.008481551	0.006649717	-0.01003759	-0.01225943	0.02177522	0.004129799	-0.04568058	0.06427043	0.003966615	-0.04316882	0.05723896	-0.01635858	-0.1175483	0.03329068
Gm26819	-0.06951561	-0.02239451	0.03308245	-0.005653425	-0.02429147	-0.09342204	-0.1261052	-0.02163263	-0.07430457	-0.02380461	-0.03754551	-0.1236427	-0.02980785	-0.1013801	-0.03969784
Gm26823	0.03261648	-0.0105269	-0.1578061	-0.01203519	-0.02169843	-0.08808972	-0.03407186	0.08807993	-0.05052813	0.02574376	0.08207441	-0.1174832	-0.1168635	0.05878032	-0.09406772
Gm26826	0.03705714	0.01558912	-0.0701755	0.02367898	0.02484078	0.1077402	0.01286565	0.06540779	0.3890041	0.04044169	0.182559	0.266556	0.06718819	0.2337734	0.2838473
Gm26827	0.003424391	-0.0102534	0.07131942	0.0005671721	-0.04213267	-0.05962808	0.03333198	-0.03338291	-0.06394504	0.005575688	-0.1259287	-0.1511039	0.01564316	-0.02925853	-0.2687707
Gm26831	0.003141849	-0.02048919	0.02670793	0.001598815	-0.00661604	0.0009997048	0.00600104	-0.02814273	-0.02687059	0.008237959	-0.03349936	0.003208289	0.02852204	0.004656248	-0.01329716
Gm26836	0.009680457	-0.008221604	0.04293055	0.04434825	-0.03134629	0.03920667	0.04706954	0.02540428	0.2051932	0.04548895	-0.0433606	0.1492336	0.04943364	-0.0007649014	0.2392128
Gm26840	-0.07054884	-0.0241895	-0.09279095	-0.04074717	-0.05062027	-0.01908113	-0.04596387	-0.007975074	-0.1256478	-0.0501857	-0.1594216	-0.08539743	-0.05892713	-0.07866012	-0.2225014
Gm26843	0.08110795	-0.06250313	0.03824504	0.01531366	-0.07243399	0.004143189	0.003784529	-0.08485748	-0.1116464	0.03678084	-0.07116065	-0.2751304	0.07040828	-0.182134	-0.3854656
Gm26848	0.01050573	0.009301308	-0.1279097	-0.04142878	-0.03444853	-0.08861669	-0.005743656	0.07612383	0.1200369	0.01148327	0.02317325	-0.1737652	-0.06914739	0.02302553	-0.1947237
Gm26852	0.008284845	0.02520508	-0.04895892	0.0006795839	0.01480071	-0.07294322	-0.03909041	0.02961813	0.005141676	-0.0125403	0.1003163	-0.05282579	0.02440321	-0.02198709	-0.09050139
Gm26853	0.04225059	0.0496865	0.1418191	0.02634333	-0.007009822	0.009960301	-0.02860513	-0.08313218	-0.09588015	0.009463367	-0.02166588	-0.09551272	-0.005987154	-0.06120355	-0.3215156
Gm26867	-0.0005981017	0.002554941	-0.03949495	0.003953345	0.01947625	0.01112877	-0.004005673	0.007529687	-0.009101364	-0.001328566	-0.01715343	-0.06063263	-0.006258053	0.01134659	-0.2382333
Gm26869	0.001761725	-0.01780083	-0.1620044	0.01584165	-0.07672225	-0.1112838	0.0002601238	0.01777728	-0.06818462	0.01899824	-0.03800637	-0.173177	-0.01710903	0.06401437	-0.2495387
Gm26881	0.02792319	-0.03378132	0.1070903	0.02695179	0.007131141	0.03358212	0.0453265	-0.01629154	-0.1809764	0.05079399	-0.1324766	-0.1029296	0.03701289	-0.1571466	-0.2340485
Gm26882	0.003619064	-0.05366615	-0.06778065	-0.009186592	-0.006145852	-0.06681428	0.02458498	-0.01850303	-0.1172004	0.04015215	-0.09930675	-0.275706	-0.01532477	-0.1060439	-0.2655103
Gm26883	-0.0008172289	0.001013852	-0.02178928	0.007167798	0.004927717	-0.1132306	0.02836274	0.01419531	-0.09061635	-0.01607974	0.01261742	0.01300316	-0.001007632	0.02523134	-0.2692886
Gm26888	0.02663127	0.008334771	0.003144199	0.03516067	-0.06602117	0.03653464	0.003696684	-0.009709289	0.1717258	-0.01822776	-0.03896026	-0.2179743	0.02552557	-0.1263788	-0.1703976
Gm26890	-0.02792981	0.06479483	-0.1755033	0.00223675	0.05924468	-0.06531991	0.003304153	0.02507941	-0.03529445	-0.0197591	0.1255277	-0.1158342	-0.05823584	0.002484783	-0.1259573
Gm26894	0.08186214	0.03165621	0.1023061	0.01127049	-0.02074549	0.05889075	0.0456136	-0.05112415	-0.1643284	0.04589938	-0.009655136	-0.2525085	-0.007754857	-0.1563415	-0.2287566
Gm26896	-0.05528329	0.02309552	0.1455477	0.0147599	-0.01677546	0.1659431	0.00429475	-0.04941331	0.08692545	0.01168765	0.03620439	-0.07711277	-0.04630479	-0.03103126	-0.223536
Gm26899	-0.02571413	-0.01117871	-0.01503553	-0.01573121	-0.04914782	-0.0005858692	-0.01909052	-0.0400641	-0.009174671	-0.01146864	-0.03257549	-0.09617642	-0.02827431	-0.07886046	-0.04264891
Gm26905	0.03880761	-0.05363448	-0.01075165	-0.0377077	-0.1233276	-0.006068465	-0.09601516	-0.02412585	-0.07842286	0.05135714	-0.09100252	-0.2296624	-0.06686599	-0.06860652	-0.2639034
Gm26916	-0.01928598	-0.01115567	0.0107106	-0.03293719	-0.02304735	-0.002000034	-0.03247483	-0.003163267	0.07164192	-0.007888281	0.0100556	0.09417551	-0.02943423	-0.07485721	-0.002202508
Gm26920	-0.009397706	-0.003326445	-0.03464318	-0.003529594	-0.01890698	-0.02858651	-0.0209931	0.02989848	-0.06972968	-0.05684597	0.0207417	-0.1502402	-0.0818666	0.002542322	-0.07081161
Gm26931	-0.07213781	-0.02039042	-0.03390756	-0.03759174	-0.02854827	0.007934547	-0.03018278	-0.0417683	0.1484492	-0.02267952	-0.06543137	-0.1748224	-0.02526534	-0.06794929	0.05834474
Gm26947	-0.02416063	-0.03456596	0.04904264	-0.024401	-0.02239272	0.01652929	-0.01775993	-0.05694224	-0.03941157	-0.01930571	-0.06786871	-0.1411955	-0.05670262	-0.2057682	-0.1963559
Gm26973	0.009643111	-0.001343505	0.004844014	0.0002037654	-0.000686066	0.01687093	0.007486216	-0.02340155	0.03947068	-0.005081833	-0.07580359	0.02014362	-0.008089887	-0.02287404	0.06807801
Gm26981	0.02301206	0.05652092	0.07313144	0.02799133	0.007255043	0.08297467	-0.001256004	-0.03591102	0.07928759	0.009717326	0.1384832	0.05742368	-0.0008975464	0.01443974	-0.01809207
Gm26982	0.02336595	-0.08193675	0.003899665	-0.01609028	-0.08944439	-0.01391611	-0.01339746	0.04098001	0.02262453	0.05807224	-0.1028108	-0.01977697	0.007759441	-0.01225064	0.04973941
Gm26995	0.0085748	0.0139083	-0.03588428	0.007867193	0.02105635	-0.03422293	0.007627101	0.01714807	-0.07106642	0.006178427	-0.01212218	-0.1578827	0.006796336	0.01498987	-0.1836256
Gm27004	-0.009132236	0.02315973	-0.001974696	0.001293951	0.042889	-0.02229596	-0.01079313	0.04684234	-0.01510323	-0.003410602	0.04635947	0.09765334	-0.01417057	0.1062401	-0.02147618
Gm27029	0.09802557	-0.02416669	0.1822344	-0.01457368	-0.006078676	0.162789	-0.05809995	-0.03404187	-0.164108	-0.01628329	0.003298422	-0.02730826	0.02234448	-0.03570091	-0.02640324
Gm27032	-0.006508833	0.002662175	0.04800182	0.05843554	0.01325147	0.02240152	0.03053679	0.03046845	0.1094271	4.96692e-05	0.0220407	0.116543	0.01462787	0.05335724	0.1450445
Gm27042	0.01484594	0.02235431	0.006559252	0.01367357	-0.01128868	-0.0258979	-0.05045431	0.02165975	0.1800437	-0.03558772	0.0890216	0.155717	0.06189922	0.1101005	0.168816
Gm27151	0.01575892	-0.05483918	-0.08761973	-0.02136514	-0.1182485	-0.07616964	-0.004354827	-0.03237564	-0.08723063	-0.002508409	-0.09209552	-0.20574	-0.008862077	-0.03961056	-0.294171
Gm27176	-0.02597058	0.02598712	0.03142141	-0.01816841	-0.004567071	0.02209059	-0.00727158	0.03826263	0.1010944	-0.02107087	0.1554505	0.0639944	-0.0361025	0.04833293	0.08142483
Gm27177	0.02344519	-0.03068012	0.06315174	0.00631434	-0.06157812	0.08832245	-0.07132545	-0.05830838	-0.003311728	-0.04517057	-0.02201875	0.2192369	-0.08998578	-0.1815894	0.2746954
Gm27179	-0.01351553	-0.007270882	-0.003042162	-0.007949446	-0.02728957	-0.0008511195	-0.01221758	-0.03088998	-0.008606455	-0.01013692	-0.09421555	0.008074983	-0.01058841	-0.1292404	-0.01329911
Gm27188	-0.01724719	-0.004898269	0.02426601	-0.01331979	-0.01697098	0.01948437	-0.02002538	-0.01982477	0.02723218	-0.004607937	-0.0231866	0.04264368	-0.009580095	-0.003454682	-0.009911298
Gm27194	0.001907842	-0.01258013	-0.02446306	-0.01632036	-0.03351856	-0.03158985	-0.01634345	-0.04707827	-0.05985844	-0.004363269	-0.07964297	-0.1901536	0.005476476	-0.1310431	-0.1271451
Gm27196	-0.003489022	-0.02560518	-0.0366125	-0.003620356	-0.01653106	-0.03208757	-0.005566731	-0.0456436	-0.01282587	0.001588486	-0.08692046	-0.07829802	0.003584621	-0.05563798	-0.09636139
Gm27199	0.004093354	0.003285638	-0.01720594	0.002965941	0.003707156	-0.03903087	-0.0008831313	-0.006962923	-0.1089757	0.008886944	0.003101128	-0.1104976	0.005687611	0.004025238	-0.1279235
Gm27200	0.01509021	-0.03307267	-0.03210155	0.01506541	-0.007597993	-0.03761854	0.01212185	-0.01952134	-0.1824894	0.03848605	-0.01049846	-0.1054663	-0.0001484677	-0.02534949	-0.168203
Gm27202	0.0001619154	0.03527151	-0.01182818	0.01890933	0.04330278	-0.02511402	0.02803566	-0.04803979	-0.1978767	0.04834894	0.0590475	-0.1393879	0.07026	-0.03291612	-0.2634365
Gm27206	0.004763429	-0.002544311	-0.03793498	-0.01387277	-0.01680855	-0.0383336	-0.02747203	-0.05317561	-0.1310468	-0.0020183	0.0009054647	-0.2594584	-0.02756205	-0.07932888	-0.257011
Gm27221	-0.02597058	0.02598712	0.03142141	-0.01816841	0.0212455	0.02209059	-0.00727158	0.03826263	0.1010944	-0.02107087	0.1554505	0.0639944	-0.0361025	0.04833293	0.08142483
Gm27239	-0.0053106	0.02118273	0.0070882	0.009344103	0.04992801	-0.04059333	-0.01710853	0.02714259	-0.03358378	-0.009427831	0.004625706	-0.02835007	0.002060137	0.08681721	-0.09337864
Gm27252	0.01126053	0.006859897	-0.005250175	0.00166771	0.07209248	-0.01926334	0.01004675	-0.03577507	-0.05530649	-0.02843255	0.03627893	-0.003567503	-0.01749501	-0.02821489	-0.07438209
Gm27544	-0.005544176	-0.003032511	-0.01019576	0.005694111	0.004509683	-0.06082384	-0.003807177	0.0009487584	-0.05198714	0.004719879	-0.03834501	-0.03178542	-0.01558129	-0.03323923	-0.1697256
Gm2800	0.01146706	-0.008936149	0.0177234	0.02683218	-0.00654989	-0.01978339	0.01514481	-0.01405318	-0.117568	0.0188392	0.02646052	-0.2035125	0.0131905	-0.06854187	-0.08838459
Gm28041	-0.003669931	0.006495803	-0.01455106	-0.005659604	-0.03056942	0.01762075	-0.001662075	-0.0229546	-0.01248926	0.006615736	-0.02756849	0.0522095	0.01417556	0.01444266	-0.05361951
Gm28042	0.02698765	0.07225991	0.07932708	0.009518448	0.05434331	-0.1509501	0.04117055	-0.01772417	-0.3142355	-0.06044441	-0.04730231	-0.3388179	-0.03077771	-0.01690924	-0.4795786
Gm28043	-0.05865991	0.04503425	-0.03976348	-0.08973966	0.03795155	-0.01807219	-0.05081324	0.01659297	-0.02146661	-0.009693669	0.05866602	-0.1453711	-0.1227109	0.03192931	-0.05888517
Gm28048	0.07136233	-0.04231429	0.01329019	-0.02894529	0.02076003	-0.005856666	-0.04242354	-0.1093606	-0.3432894	-0.0751094	-0.08154464	-0.3531088	-0.05529421	-0.1568536	-0.3167796
Gm28049	0.03922542	-0.02335412	-0.004777506	0.01710632	0.02346028	0.03091524	0.03953216	0.05459815	-0.05620626	-0.01724229	-0.01366383	-0.01179415	0.007293269	0.1144421	-0.2130661
Gm28050	-0.05212687	-0.01734582	0.02118376	-0.008345239	0.02781695	0.06495731	-0.03911134	0.01121971	0.2541427	-0.01620954	0.08893956	0.2428813	-0.02366953	0.1220691	0.1774578
Gm2824	-0.05224342	-0.0007656911	-0.07526513	0.02872987	0.06898286	-0.1089884	-0.02391443	0.0953552	-0.1324613	0.04873807	0.07128184	-0.2299032	0.02407844	0.09579007	-0.05159742
Gm28727	0.004150982	0.00491558	-0.007418517	0.006209114	0.03283652	0.006283895	0.004595742	0.02122082	0.01093941	0.001053806	0.1158344	-0.01729926	0.007514494	0.03204671	-0.02615895
Gm29394	0.009166969	-0.03665623	0.08140728	0.03156398	0.03610412	-0.003359455	0.007022721	-0.06539624	-0.08749113	-0.05417758	-0.05998663	-0.06801818	-0.01857288	-0.06221317	-0.08932142
Gm2956	0.002646771	0.005197944	0.003300179	0.03310517	0.01045957	-0.02402894	0.02889172	-0.004673871	0.006503843	0.02072277	-0.002127239	-0.07183683	0.04629234	-0.004522776	0.02700103
Gm2962	0.003743753	0.006250164	0.001594452	0.000474141	0.02002092	0.01305091	0.002104099	0.0174405	0.01203129	0.001441452	0.01693677	0.03254641	0.008465811	0.0188041	0.0001512065
Gm2990	0.002526373	0.02070711	-0.01515212	-0.004158857	-0.03345086	-0.05527342	-0.006114587	-0.06108767	-0.3448291	-0.02678171	-0.07308831	-0.4143904	-0.06956953	-0.02543406	-0.5690086
